wall_time_s,frame_timestamp_s,raw_x,raw_y,raw_z,filt_x,filt_y,filt_z,raw_qw,raw_qx,raw_qy,raw_qz,filt_qw,filt_qx,filt_qy,filt_qz,raw_gripper_dist_mm,filt_gripper_dist_mm,curobo_time_ms,ik_success,tgt_tcp_x,tgt_tcp_y,tgt_tcp_z,tgt_tcp_qw,tgt_tcp_qx,tgt_tcp_qy,tgt_tcp_qz,pb_tcp_x,pb_tcp_y,pb_tcp_z,pb_tcp_qw,pb_tcp_qx,pb_tcp_qy,pb_tcp_qz,q_tgt_1,q_tgt_2,q_tgt_3,q_tgt_4,q_tgt_5,q_tgt_6,pb_q_1,pb_q_2,pb_q_3,pb_q_4,pb_q_5,pb_q_6
0.230536,1785470883.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.309557,1785470883.554,-0.01908007636666298,0.0993146225810051,0.4100000262260437,-0.01908007636666298,0.0993146225810051,0.4100000262260437,0.7225394096951464,-0.05654372907487813,0.06565462028865249,0.6858783266545526,0.7225394096951464,-0.05654372907487813,0.06565462028865249,0.6858783266545526,32.291198319196845,32.291198319196845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.442029,1785470883.621,-0.01690317504107952,0.09377861768007278,0.41100001335144043,-0.01884140141919875,0.09821382118988421,0.4100735209550738,0.7387064430002305,-0.06766051415782087,0.05808762376457502,0.6681022929606152,0.7246122992188695,-0.05795066556482165,0.06470130194525271,0.6836610839501741,32.375008166324086,32.31604056590753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.46548,1785470883.688,-0.0155691122636199,0.09111174196004868,0.41100001335144043,-0.018417562477034938,0.0966325429873832,0.4101327517848838,0.7437752547877967,-0.0672992237984943,0.07034065426165846,0.6613027878358823,0.7282651295971204,-0.05971045124672879,0.06576509876853613,0.6795141755760258,31.01420960288826,31.927250197751142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.526573,1785470883.755,-0.0155691122636199,0.08977830410003662,0.41100001335144043,-0.018118776612230315,0.09520232622101611,0.41018225473718817,0.7401610589996243,-0.06067917053649686,0.10163547028233055,0.6619289056870435,0.7313383415216459,-0.059960777468831696,0.0746861715892351,0.6752561818739943,29.008012045896766,31.04679417993376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.625419,1785470883.822,-0.0168620478361845,0.08911646902561188,0.4100000262260437,-0.01806258422436723,0.09409396438509751,0.41017091613596,0.7182407290465288,-0.1437440083351198,0.03438280973370512,0.6799159783394412,0.727202837559396,-0.09131977042596733,0.059708309514517284,0.6776958391120829,25.906064707730092,29.475576002452758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.650731,1785470883.889,-0.017749261111021042,0.08867307007312775,0.4100000262260437,-0.01804159103774844,0.09324502338633867,0.41016137018843907,0.7155914026441362,-0.13745853944413006,0.05006217895152817,0.6830284566797414,0.7229925834153357,-0.10888744248827253,0.05605762664514281,0.6799138119568505,26.326052237636826,28.524021544528658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71192,1785470883.956,-0.0168620478361845,0.08867307007312775,0.4100000262260437,-0.01798093098842106,0.09267251753603013,0.41015308817573437,0.722440548988202,-0.11419705919746774,0.10169771878065341,0.6743116926489457,0.7229648505635216,-0.11094013332416558,0.07347952671834027,0.6779490178626488,26.40365034343652,27.887365073872786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.789385,1785470884.022,-0.018192864954471588,0.08955986797809601,0.4100000262260437,-0.017997002199705115,0.09244418118059529,0.41014582272920347,0.7075059377222777,-0.14745629165965476,0.05937952044898362,0.6885971701139587,0.7173187004262692,-0.12467914857022636,0.06820018318075734,0.682098033236193,25.06183455792454,27.044261955525844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.866872,1785470884.089,-0.018192864954471588,0.09000326693058014,0.4100000262260437,-0.01801000210385754,0.09232238075836242,0.41013913541495706,0.7184008395909187,-0.09667472532878546,0.11470459331286348,0.6792621639916341,0.7179957536522539,-0.11374408978579345,0.08645604975583901,0.6812266372043514,25.90661707194981,26.704740766474657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.960189,1785470884.189,-0.018636470660567284,0.09000326693058014,0.4100000262260437,-0.018072551031720098,0.09216584147280714,0.4101302406411056,0.7158390154729917,-0.09953862991265901,0.10437228684071449,0.6832078679446018,0.7171345054841654,-0.10777253301993506,0.09400239770516346,0.6821046337594614,27.619054667223526,27.05900693976008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.039422,1785470884.288,-0.018636470660567284,0.09000326693058014,0.4100000262260437,-0.018119849258875713,0.09202808347762488,0.4101222305784431,0.7115226363618035,-0.11186081844201416,0.08224845432877079,0.6888090352214897,0.715183918947185,-0.10921015179965644,0.08987984009216184,0.6844755066240499,28.125878543551874,27.470177779043794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.116609,1785470884.355,-0.01908007636666298,0.09044666588306427,0.4100000262260437,-0.018184835113976883,0.09194446540878541,0.4101171150436923,0.7146810949061234,-0.08969894847986813,0.10249671051210325,0.686060824970781,0.7150893155856334,-0.10408568682001536,0.0932020022419697,0.684928337355496,28.60842360960171,27.809748165875945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.194371,1785470884.421,-0.01908007636666298,0.09044666588306427,0.4100000262260437,-0.018237656442406918,0.09187174441061233,0.41011233327890695,0.7094981818187446,-0.11042835736945787,0.07559725020559686,0.6918836344689266,0.7137092329075527,-0.10568835318460994,0.08876911153068742,0.6867089250196841,28.104482366573542,27.89630061060032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.257362,1785470884.521,-0.019523682072758675,0.09044666588306427,0.4100000262260437,-0.018358908591065287,0.09177636781760524,0.410105591526899,0.7092292545025289,-0.09768303642895222,0.08799071508907665,0.6926106575919257,0.712459094400761,-0.1034403386231756,0.08855147421767368,0.6883754582820679,29.106413696860596,28.365905827858427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.334952,1785470884.588,-0.01908007636666298,0.09044666588306427,0.4100000262260437,-0.018389990431896736,0.09171753668829766,0.4101012797647636,0.7142155894245552,-0.09239418082948414,0.09196382607100743,0.6876787490290545,0.7128070826364111,-0.1013010645534731,0.08921362524650621,0.6882478378709791,29.097746475214457,28.583705034806812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.412433,1785470884.654,-0.01908007636666298,0.09044666588306427,0.4100000262260437,-0.01841876941467849,0.09166352080771031,0.4100972164655317,0.70999073398134,-0.105823046516979,0.07078586333758204,0.6926066719560651,0.712262427511545,-0.10221432224033748,0.08550757690244906,0.6891465163349383,28.558423130690805,28.57629299066833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.491821,1785470884.721,-0.01908007636666298,0.0908900648355484,0.4100000262260437,-0.018446374323670998,0.09161926488992703,0.41009326865230405,0.7126152609729713,-0.10207678001754464,0.0723953048848845,0.6903033685563894,0.7123407400776255,-0.10218895516291691,0.08295804038350274,0.6893809186539043,28.535970332809097,28.564344191382617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.568419,1785470884.821,-0.019523682072758675,0.09000326693058014,0.4100000262260437,-0.01853139751528105,0.0914874824144277,0.41008773809291377,0.7073628530741558,-0.10932946368918786,0.06831179178875345,0.694995224129515,0.7111197631041871,-0.10397425399452777,0.07930494291505474,0.6908029842568474,29.10598592684014,28.77388364686378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.676934,1785470884.887,-0.019523682072758675,0.0908900648355484,0.4100000262260437,-0.018580562680763767,0.09145259161906194,0.41008423723260495,0.7102045948259372,-0.10413784938305355,0.07032238007835281,0.6926900494984133,0.7109706261734734,-0.10400228553244698,0.07780017050822813,0.6911233079497587,29.106413696860596,28.871562538081935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.720742,1785470884.953,-0.019523682072758675,0.09044666588306427,0.4100000262260437,-0.01862462132645234,0.09141086902750437,0.41008087845709074,0.7101922345455276,-0.1055525754618297,0.07215062811408672,0.6923004627091821,0.7108554130964909,-0.10423527179418027,0.0769521838219392,0.6913016354605601,29.145904049164866,28.95211950023908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.831922,1785470885.019,-0.019523682072758675,0.0908900648355484,0.4100000262260437,-0.018664813049048115,0.09138300421312735,0.41007765524499756,0.7102082016459393,-0.10456017475225465,0.07098215583434597,0.6925554228534547,0.7107679016020572,-0.10428023582795755,0.0761304413939217,0.6914757973790845,29.10598592684014,28.99726634717739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.846594,1785470885.086,-0.019476061686873436,0.09066838026046753,0.4090000092983246,-0.0186991004569505,0.09135249123577359,0.40999841796253744,0.7095670594964575,-0.11027066779598849,0.0750940343899619,0.6918929497403604,0.7106131387700318,-0.10506024534019888,0.07599569730083844,0.6915316087122988,29.504549607678943,29.148026815873727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.924232,1785470885.152,-0.019476061686873436,0.09111069142818451,0.4090000092983246,-0.01873104993442084,0.09133891074341062,0.40993535837306233,0.7097029913840093,-0.10854653017093865,0.074580256952086,0.6920817148873386,0.7105084428469838,-0.10546348919338128,0.07583207204757837,0.6915957648361379,29.097577226745845,29.13323385232169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.002419,1785470885.251,-0.01996728777885437,0.0908900648355484,0.4100000262260437,-0.01883018812512586,0.09131023355774588,0.40994050122957654,0.7077281865172317,-0.10688489145718964,0.06861990551946215,0.6949731955649191,0.7100758449302699,-0.10568692193243198,0.07470133463467707,0.6921288027403637,28.54899293179618,28.90855948698581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.049164,1785470885.284,-0.01996728777885437,0.0908900648355484,0.4100000262260437,-0.01886076320129542,0.09130102625201356,0.40994208952838646,0.7074540903952032,-0.10868429507468091,0.06685237029966504,0.6951454485016295,0.7098949412572756,-0.10589632072304661,0.07415398712120769,0.692341193219556,29.520811452643194,29.014259559113373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12648,1785470885.35,-0.019523682072758675,0.09044666588306427,0.4100000262260437,-0.01889116147544,0.09125614746758508,0.4099448963346322,0.7073942794223745,-0.10844786834202227,0.06703448271335885,0.6952256981872312,0.7095728140043278,-0.10622837190022612,0.07322897490890663,0.6927188981565304,28.54916798900386,28.877529251461173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.187491,1785470885.449,-0.019523682072758675,0.0908900648355484,0.4100000262260437,-0.018931599337726247,0.09123199038072885,0.4099485480239196,0.7102082016459393,-0.10456017475225465,0.07098215583434597,0.6925554228534547,0.7096682100532129,-0.10597894610788908,0.07289299792745337,0.6926948140955571,29.518520581533938,29.12409434558375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.250528,1785470885.482,-0.019523682072758675,0.09044666588306427,0.4100000262260437,-0.018944581149269883,0.09121062125257637,0.40994971257227386,0.7102052616022955,-0.10456128384840503,0.07093574907900903,0.6925630251572691,0.7096975051206023,-0.10590192809334625,0.07278665393956323,0.692687762169931,29.510229430071615,29.190629150022417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.328847,1785470885.548,-0.01908007636666298,0.09044666588306427,0.4100000262260437,-0.01895227339278496,0.09117306620169144,0.40995187355218743,0.70997953411819,-0.10589816167816435,0.0707125863907408,0.6926141570979005,0.7097235314973548,-0.10590160162240696,0.07259622147528752,0.6926811302758602,28.54899293179618,29.001789823795608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.407456,1785470885.648,-0.019523682072758675,0.0908900648355484,0.4100000262260437,-0.018988115555328016,0.09115336797478495,0.40995485501268836,0.7136152757161539,-0.07798562748313843,0.09677572328313233,0.6894243537572816,0.7107071667922973,-0.09948599426744574,0.07817335926594275,0.6920164636161206,29.057288841078154,29.023210802145165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.502557,1785470885.714,-0.01908007636666298,0.09044666588306427,0.4100000262260437,-0.018992984066487282,0.09111830001359472,0.4099567151682732,0.712764688347122,-0.10155574232378749,0.07392233831955541,0.6900640681443019,0.711010485195273,-0.09978994365189421,0.07754962042807674,0.6917312436631697,29.510229430071615,29.16640715745933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.576199,1785470885.814,-0.019523682072758675,0.09044666588306427,0.4100000262260437,-0.019028125722534955,0.09107270614185095,0.40995932832682724,0.7112271550737226,-0.0973679083340637,0.07794157791094806,0.6918096087401071,0.7110463262263725,-0.09939264741427689,0.07761395381528541,0.6917443875978461,28.13228994600469,28.765423968661686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.654231,1785470885.88,-0.019523682072758675,0.09133345633745193,0.4100000262260437,-0.01904957416525111,0.09108964402893231,0.40996097292127265,0.7063231688585974,-0.11492321163528194,0.05967604034607488,0.6959446865732902,0.7103075301559566,-0.10192198974136715,0.07470044341541512,0.6924557490298177,29.120316984817567,28.869685000398462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.719888,1785470885.947,-0.01996728777885437,0.0908900648355484,0.4100000262260437,-0.019102585399871974,0.09108094103296505,0.4099625670416464,0.7077252206797194,-0.10690452762454535,0.06860062317700376,0.6949750991848139,0.7099107588281344,-0.10269479252878261,0.07375532802880382,0.6928496558957769,29.10598592684014,28.939793210351162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
