wall_time_s,frame_timestamp_s,raw_x,raw_y,raw_z,filt_x,filt_y,filt_z,raw_qw,raw_qx,raw_qy,raw_qz,filt_qw,filt_qx,filt_qy,filt_qz,gripper_dist_mm
0.201058,1783325413.734,0.07208660244941711,-0.058875398710370064,0.34800000488758087,0.07208660244941711,-0.058875398710370064,0.34800000488758087,0.06446540394643116,0.7493957567999541,-0.019320496565986275,-0.6586933503510501,0.06446540394643116,0.7493957567999541,-0.019320496565986275,-0.6586933503510501,21.666718001198394
0.25858,1783325413.801,0.08512742444872856,-0.0679740309715271,0.4010000228881836,0.07816938308907889,-0.06292155720318315,0.38075575258706973,0.014537589297426483,0.759784522669204,-0.040306049387146735,-0.6487615586581482,0.03321854548527828,0.7561779650497964,-0.03247117761366396,-0.6527151262483302,110.78586807815303
0.319746,1783325413.834,0.07432141155004501,-0.05870397202670574,0.34700001776218414,0.07713317785612764,-0.06186415786761814,0.3720182688535574,0.020469564659654164,0.7603286841727969,-0.028841842987617612,-0.6485749278532011,0.027205161559750498,0.758155835706985,-0.03075991126557754,-0.6507790991011351,22.54996269150829
0.383166,1783325413.901,0.07462219148874283,-0.05861692316830158,0.3475000113248825,0.0761285854516991,-0.060575201226352814,0.35955877041437434,0.008327914356183958,0.7783745753299146,-0.024629313111785435,-0.6272615588875923,0.01432615598717087,0.7720657786859852,-0.026580531630495598,-0.6348249128498933,21.84312913189522
0.43786,1783325413.968,0.07394596934318542,-0.05795343779027462,0.34700001776218414,0.07527105070002788,-0.059496480445072254,0.3528467982611055,0.006543627449168521,0.7802669355296813,-0.013312255482667621,-0.6252707206585728,0.009079842489760332,0.7776284616261598,-0.01763629100680906,-0.6284110862873256,22.55474727941114
0.503554,1783325414.035,0.08435868471860886,-0.06414513476192951,0.40150001645088196,0.07928059078016102,-0.061362177618436764,0.37911647184197994,0.011253416663875932,0.7803094321855656,-0.009281742902409821,-0.6252234799688213,0.010483184362182638,0.779367453348627,-0.012242830266817727,-0.6263597916641538,112.00942630261733
0.576739,1783325414.101,0.0813860222697258,-0.056993938982486725,0.3985000103712082,0.08019712459469595,-0.05960125858971339,0.3902746283812384,0.00514891841443983,0.791472618871845,-0.006895433431610099,-0.6111440380246663,0.00703089824661458,0.7872416973288484,-0.008782132092990674,-0.6165419293223625,119.76248552883008
0.638572,1783325414.168,0.07167067006230354,-0.047713011503219604,0.3410000205039978,0.07673443724042714,-0.054000235700997073,0.36534599706349435,0.010777716425351143,0.7913140324762001,0.014839297938520242,-0.6111347953370041,0.00951283161767833,0.7899931312231594,0.006861291673717249,-0.6130034921037645,55.69317659464857
0.698507,1783325414.235,0.07140559889376163,-0.04726526886224747,0.3400000184774399,0.07442050338409759,-0.05073801759885885,0.35065201175755184,0.01973929832145116,0.7919261675406887,0.02310015708913661,-0.6098603840294522,0.016250489611954688,0.7913005369393236,0.017559835503293264,-0.6109591099279946,64.06405791384186
0.755497,1783325414.301,0.07146889716386795,-0.04806607961654663,0.3395000100135803,0.07313541020629871,-0.049483058438780425,0.3442490124076382,0.027494725018715048,0.7916637832798243,0.02268865692260751,-0.6099161575054958,0.023414063203187445,0.7915460322292494,0.020827529504443693,-0.6103055583240174,64.0909903955062
0.821914,1783325414.335,0.07168474234640598,-0.04858681932091713,0.34050002694129944,0.07272110393241878,-0.04920823525430798,0.3427446936937438,0.01651923898319391,0.8000650880166871,0.02131557439215409,-0.5993067795116283,0.020013982715568045,0.7957718251274001,0.021068879789673037,-0.6048989544822143,62.65338284283177
0.892146,1783325414.402,0.07168474234640598,-0.048591687344014645,0.34050002694129944,0.07227332926727911,-0.04893197132655742,0.3415400679492489,0.025112199459222835,0.7908725138479793,0.025425269702051286,-0.6109366578776197,0.023243568149927535,0.792678216940562,0.023828586109504113,-0.6087307938749386,61.96796709628495
0.951446,1783325414.468,0.07193304225802422,-0.04901617765426636,0.34150002896785736,0.07213107482111111,-0.04896795235439753,0.3415201532470099,0.02726186565826894,0.7833428674884447,0.00991601246721688,-0.6209125665764557,0.025814713221178433,0.7867483633662656,0.014931849903793995,-0.6165530416600516,60.32745632128873
1.002895,1783325414.535,0.08250041678547859,-0.054422272369265556,0.4010000228881836,0.07659425114886934,-0.05110527730362756,0.3769780740068952,0.02475213740243512,0.7817513210257894,0.002700450875057232,-0.6230930198080507,0.025142041863688826,0.7836018220458736,0.007181516735019268,-0.6207128869571634,122.35658229288583
1.070373,1783325414.602,0.08372518420219421,-0.061389053240418434,0.4025000184774399,0.07987398833478276,-0.05577551414062921,0.39305064797768063,0.019836172257751195,0.7806154253666374,-0.019398594104197475,-0.6243955304905737,0.02165725759070338,0.7817060581402228,-0.010285876351139625,-0.6231860096377434,110.80573336300566
1.132487,1783325414.635,0.08453125134110451,-0.06414784491062164,0.4020000100135803,0.0813217468672332,-0.058502893096386635,0.3971464384543454,-0.000955125931024396,0.782648737654023,-0.03259704791637163,-0.6216087786141361,0.009425315596677789,0.7823143914051138,-0.0223588608119667,-0.6224109878284125,110.77408202969313
1.21784,1783325414.735,0.07377500459551811,-0.05625123903155327,0.34800001978874207,0.07751069739508926,-0.05727090318167011,0.3709400724562163,-0.02165792139425131,0.7722997456959839,-0.051628798194281816,-0.6327863023452807,-0.014974602388581459,0.7745866590531276,-0.04534071925494082,-0.63066273718816,9.177751252872776
1.272805,1783325414.802,0.07485262677073479,-0.05782154202461243,0.34950001537799835,0.07646915717598719,-0.057509921427083444,0.35959033771556626,-0.019163823541193965,0.7606943193314776,-0.058330001441430794,-0.6462000551964884,-0.017922533891758238,0.7648640667220156,-0.05448113391751127,-0.6416334999541569,6.762699516646325
1.320165,1783325414.868,0.07399354875087738,-0.05754954740405083,0.3490000069141388,0.07547013573243327,-0.057526470867505855,0.3539015372046476,-0.007866340921580802,0.7618439604915114,-0.05334255661077982,-0.6455125654836935,-0.011173314501158544,0.7628477305924761,-0.05371770988111519,-0.6442459969748321,6.899312180834597
