wall_time_s,frame_timestamp_s,raw_x,raw_y,raw_z,filt_x,filt_y,filt_z,raw_qw,raw_qx,raw_qy,raw_qz,filt_qw,filt_qx,filt_qy,filt_qz,raw_gripper_dist_mm,filt_gripper_dist_mm,curobo_time_ms,ik_success,tgt_tcp_x,tgt_tcp_y,tgt_tcp_z,tgt_tcp_qw,tgt_tcp_qx,tgt_tcp_qy,tgt_tcp_qz,pb_tcp_x,pb_tcp_y,pb_tcp_z,pb_tcp_qw,pb_tcp_qx,pb_tcp_qy,pb_tcp_qz,q_tgt_1,q_tgt_2,q_tgt_3,q_tgt_4,q_tgt_5,q_tgt_6,pb_q_1,pb_q_2,pb_q_3,pb_q_4,pb_q_5,pb_q_6
0.17206,1785309195.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22078,1785309195.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.266854,1785309195.182,,,,,,,,,,,,,,,47.794039131782434,47.794039131782434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.318048,1785309195.216,,,,,,,,,,,,,,,48.14821487804781,47.85657124056744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.369461,1785309195.283,,,,,,,,,,,,,,,47.6937170127126,47.80827574703538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.438582,1785309195.35,,,,,,,,,,,,,,,47.69538492959902,47.77480760218995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.482799,1785309195.416,,,,,,,,,,,,,,,47.41882026835843,47.670223518655135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.526514,1785309195.45,,,,,,,,,,,,,,,46.11472208036689,47.39279217756145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56977,1785309195.483,,,,,,,,,,,,,,,46.13883839864563,47.175112947626445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.612477,1785309195.55,,,,,,,,,,,,,,,46.35709273367676,46.931529549634604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.656591,1785309195.583,,,,,,,,,,,,,,,46.56946946805468,46.86915398770401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709047,1785309195.616,,,,,,,,,,,,,,,46.38299437868211,46.78530991204263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.756795,1785309195.683,,,,,,,,,,,,,,,45.99534575084519,46.550123046522955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
